sample.id,Abundance,Potential_N,Potential_N_micro,management,N.dosage,Genotype,Inoculant,Growth.stage,Kingdom,Phylum,Class,Order,Family,Genus
B73_N:67_None_V8,0.564991415,922.8785931,0.923,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.564991415,1362.375581,1.362,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.564991415,1404.903666,1.405,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_None_V8,0.564991415,1483.401133,1.483,N:67_None,N:67,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:67_Proven_V8,0.562706745,1065.906029,1.066,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_V8,0.562706745,1294.925621,1.295,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_V8,0.562706745,1865.606589,1.866,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_Proven_V8,0.562706745,2027.745224,2.028,N:67_Proven,N:67,B73,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_V8,0.557276297,752.5340089,0.753,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_V8,0.557276297,801.4305873,0.801,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_V8,0.556384659,922.8785931,0.923,N:67_None,N:67,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_V8,0.556384659,1362.375581,1.362,N:67_None,N:67,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_V8,0.556384659,1404.903666,1.405,N:67_None,N:67,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:67_None_V8,0.556384659,1483.401133,1.483,N:67_None,N:67,B73,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_None_V8,0.554143366,724.7807451,0.725,N:67_None,N:67,NIL 1,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_None_V8,0.554143366,1045.850344,1.046,N:67_None,N:67,NIL 1,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_None_V8,0.554143366,1115.461691,1.115,N:67_None,N:67,NIL 1,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_None_V8,0.554143366,1596.485479,1.596,N:67_None,N:67,NIL 1,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.552547716,516.1674651,0.516,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.552547716,796.9841759,0.797,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.552547716,887.5058724,0.888,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.552547716,1008.689388,1.009,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.552547716,1137.333952,1.137,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.551883842,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.551883842,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.551883842,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.551883842,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_V8,0.54662803,903.1248924,0.903,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_V8,0.54662803,1220.794711,1.221,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_V8,0.54662803,1229.367502,1.229,N:0_Proven,N:0,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_VT,0.54512627,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.54512627,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.54512627,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.54512627,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_V8,0.536363977,1328.121866,1.328,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_V8,0.536363977,1483.489554,1.483,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_V8,0.536363977,1506.148232,1.506,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_V8,0.535099053,863.0964207,0.863,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_V8,0.535099053,1352.706321,1.353,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_V8,0.535099053,1441.335327,1.441,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_V8,0.535099053,1787.516619,1.788,N:67_None,N:67,NIL 2,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.530688823,823.7605828,0.824,N:0_None,N:0,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.530688823,906.1844817,0.906,N:0_None,N:0,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.530688823,907.7384185,0.908,N:0_None,N:0,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.530688823,1280.82776,1.281,N:0_None,N:0,NIL 1,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_V8,0.527818252,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.527818252,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.527818252,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.527818252,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_VT,0.527520436,868.406438,0.868,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_VT,0.527520436,936.3858374,0.936,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_VT,0.527520436,948.5851959,0.949,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_VT,0.527520436,1436.633929,1.437,N:67_Proven,N:67,NIL 1,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_VT,0.52709603,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_VT,0.52709603,918.170268,0.918,N:0_None,N:0,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_VT,0.52709603,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.526864782,815.7903832,0.816,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.526864782,1171.951717,1.172,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.526864782,1310.244886,1.31,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_None_VT,0.526864782,2059.831068,2.06,N:67_None,N:67,NIL 2,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:0_None_VT,0.526529675,725.1611327,0.725,N:0_None,N:0,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_VT,0.526529675,904.1219025,0.904,N:0_None,N:0,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_VT,0.526529675,941.7953171,0.942,N:0_None,N:0,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_VT,0.526529675,1060.130786,1.06,N:0_None,N:0,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_VT,0.524521613,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_VT,0.524521613,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_VT,0.524521613,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:0_Proven_VT,0.524521613,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_VT,0.521383494,815.7903832,0.816,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.521383494,1171.951717,1.172,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.521383494,1310.244886,1.31,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_VT,0.521383494,2059.831068,2.06,N:67_None,N:67,NIL 2,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.518843862,828.7182019,0.829,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.518843862,996.0427302,0.996,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.518843862,1234.685187,1.235,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_Proven_VT,0.518843862,1263.364995,1.263,N:67_Proven,N:67,NIL 2,Proven,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_VT,0.514474391,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_VT,0.514474391,918.170268,0.918,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_VT,0.514474391,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_V8,0.513859195,1328.121866,1.328,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_V8,0.513859195,1483.489554,1.483,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_V8,0.513859195,1506.148232,1.506,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 1_N:67_Proven_V8,0.510244443,1328.121866,1.328,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_V8,0.510244443,1483.489554,1.483,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_V8,0.510244443,1506.148232,1.506,N:67_Proven,N:67,NIL 1,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_VT,0.508075456,762.0693177,0.762,N:0_None,N:0,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_VT,0.508075456,918.170268,0.918,N:0_None,N:0,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_VT,0.508075456,1033.735045,1.034,N:0_None,N:0,B73,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_Proven_VT,0.506983615,652.5743808,0.653,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.506983615,1031.54789,1.032,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.506983615,1133.671066,1.134,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_Proven_VT,0.506983615,1414.163439,1.414,N:0_Proven,N:0,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_V8,0.506632005,1328.121866,1.328,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_V8,0.506632005,1483.489554,1.483,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_V8,0.506632005,1506.148232,1.506,N:67_Proven,N:67,NIL 1,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_V8,0.503694221,752.5340089,0.753,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_Proven_V8,0.503694221,801.4305873,0.801,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.50330078,1022.692937,1.023,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.50330078,1027.449106,1.027,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.50330078,1239.715728,1.24,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_None_V8,0.50330078,1336.273915,1.336,N:0_None,N:0,NIL 2,None,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:67_Proven_VT,0.500518029,868.406438,0.868,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.500518029,936.3858374,0.936,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.500518029,948.5851959,0.949,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:67_Proven_VT,0.500518029,1436.633929,1.437,N:67_Proven,N:67,NIL 1,Proven,VT,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.500317662,1052.989525,1.053,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.500317662,1114.240465,1.114,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 2_N:67_Proven_V8,0.500317662,1775.648201,1.776,N:67_Proven,N:67,NIL 2,Proven,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
NIL 1_N:0_None_VT,0.499706055,823.7605828,0.824,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_VT,0.499706055,906.1844817,0.906,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_VT,0.499706055,907.7384185,0.908,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 1_N:0_None_VT,0.499706055,1280.82776,1.281,N:0_None,N:0,NIL 1,None,VT,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_V8,0.49564367,723.0651062,0.723,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_V8,0.49564367,819.2903951,0.819,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_V8,0.49564367,1128.957936,1.129,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_V8,0.49564367,1291.05898,1.291,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:67_None_V8,0.494222273,863.0964207,0.863,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.494222273,1352.706321,1.353,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.494222273,1441.335327,1.441,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:67_None_V8,0.494222273,1787.516619,1.788,N:67_None,N:67,NIL 2,None,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
NIL 2_N:0_Proven_V8,0.490749894,723.0651062,0.723,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_V8,0.490749894,819.2903951,0.819,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_V8,0.490749894,1128.957936,1.129,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
NIL 2_N:0_Proven_V8,0.490749894,1291.05898,1.291,N:0_Proven,N:0,NIL 2,Proven,V8,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira
B73_N:0_None_V8,0.490711532,516.1674651,0.516,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.490711532,796.9841759,0.797,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.490711532,887.5058724,0.888,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.490711532,1008.689388,1.009,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_None_V8,0.490711532,1137.333952,1.137,N:0_None,N:0,B73,None,V8,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrososphaera
B73_N:0_Proven_V8,0.490208034,752.5340089,0.753,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
B73_N:0_Proven_V8,0.490208034,801.4305873,0.801,N:0_Proven,N:0,B73,Proven,V8,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira
